,0,1,2,3
0,0.17221101529429875,0.37015330304573496,0.03166615550365922,0.5375914808719487
1,0.5494194235781312,0.6043638442336214,0.1580121627367081,0.18644492512444388
2,0.4668474379228819,0.4460834287815307,0.6636391741945432,0.6236657143453891
3,0.6880685916603738,0.3592725313693497,0.6163912295383625,0.4104003806676286
4,0.6633093515488475,0.17953239996390963,0.16380261032759688,0.3183545323579071
5,0.6434830007308728,0.39847487264547554,0.23894751039875603,0.4968784816127139
6,0.1381709769283513,0.6169513818150322,0.46990392787995805,0.37962057568477936
7,0.22645560366425813,0.12471239142782706,0.3874096419800835,0.31157796539543964
8,0.4098541991304753,0.5760338179523996,0.27403617434786337,0.2567419046948471
9,0.15596996952696296,0.04812355178431264,0.4426122276976233,0.11869262197125206
10,0.5683911634726996,0.24222229206288012,0.549058985146329,0.645758677015414
11,0.0986289766871048,0.5741839557101338,0.5298747395219003,0.08853231875708888
12,0.673124259752652,0.17500899574057036,0.3403390137808064,0.37030515791107366
13,0.0887020563783414,0.08667462344323487,0.21094881927562786,0.6974356125336516
14,0.620413797836546,0.5813434135491277,0.5476583989105422,0.5173353172440646
15,0.12482220303229487,0.28033369035020106,0.650032482649435,0.3500931559696415
16,0.17559601400524558,0.5904199700070295,0.5711207255683809,0.3429474404292111
17,0.4832447887440256,0.47045244389474583,0.580432704023162,0.31457304456302077
18,0.3045514494165501,0.31185121735949406,0.351063714097107,0.22220363218644348
19,0.343074141725451,0.4055668954422288,0.3939160213994173,0.14374957757908013
20,0.2575828387704368,0.6708934835148608,0.46774164771613125,0.11234511790820113
21,0.6802573018034873,0.005627056193991519,0.19932020926850336,0.4645256072009811
22,0.07332478946372446,0.5190075926497741,0.06914257400423177,0.10127278011662783
23,0.45738989313511424,0.3798622552098553,0.4427823262530157,0.3187032699762355
24,0.20306045212855722,0.5624532764841118,0.21135385422966735,0.2843233794790207
25,0.15280583536854384,0.3698906993662846,0.22281485029970677,0.41060515037721124
26,0.34950639525980953,0.42429877851078274,0.007243525909478853,0.41447838236648465
27,0.47629013583119206,0.15563681199693558,0.27855811325208024,0.11733317147029881
28,0.13883531907399482,0.38458196256042765,0.2636364504732437,0.6067209111628777
29,0.6900845289867479,0.2402286397570245,0.004889280459441148,0.5261374560776573
30,0.3876151884419742,0.39475609886654006,0.20574481157754346,0.3254110694213095
31,0.03147495764004452,0.37770532348429253,0.09710005500517732,0.2060199408362312
32,0.4481447008873451,0.20501055903511942,0.5275857201702993,0.13565474056828897
33,0.5939422490963107,0.18240297636997044,0.36546079083995525,0.6982919220900197
34,0.25768900550793433,0.5715079745816105,0.5819360059709183,0.34083511815614537
35,0.6992570876648646,0.5587270336365938,0.3238155798782229,0.38789231073383634
36,0.4612637553061437,0.3406838814924014,0.5879070239388262,0.5466286875028911
37,0.10830309147332168,0.1250553315216729,0.16286886833143432,0.04868708123208729
