0.0,-1.7202400104088962,-0.18525848388699986
-1.7291616465790582,-1.0513671862520106,-1.4601584242880803
-1.7175953479397335,-1.3508321202822569,-1.042620865484264
-1.7060290493004087,-1.3209073060065664,-1.0909377703310819
-1.6944627506610839,-0.8810894340632304,-1.6769059129403192
-1.682896452021759,-0.7193527547295694,-1.1770642733573535
-1.6713301533824343,-1.1569191442433526,-1.0445178826721897
-1.6597638547431095,-0.935459564723953,-1.4204882995015717
-1.6481975561037847,-1.4755719529762086,-1.0379001293403098
-1.63663125746446,-1.2987182688147114,-0.8572988488007625
-1.6250649588251351,-1.5218309835301438,-1.717469308147642
-1.6134986601858103,-0.8792954722088926,-1.0794991203962319
-1.6019323615464853,-1.0264220112884679,-1.555343448845419
-1.5903660629071605,-1.4178681907936914,-1.0731516465258577
-1.5787997642678357,-1.6686416559914512,-1.5967567096154387
-1.567233465628511,-1.317426839503642,-1.036356144646493
-1.5556671669891862,-1.2179149925012194,-0.9459885275447326
-1.5441008683498614,-0.8503040895524804,-0.7047685393670347
-1.5325345697105366,-1.5557070772904769,-0.8374399095464908
-1.5209682710712118,-1.3969907527722096,-1.2029683046437987
-1.509401972431887,-0.9144240241532589,-1.005414134104933
-1.4978356737925622,-1.056391326869469,-1.09501596946352
-1.4862693751532374,-0.9522744230420858,-1.5366246657622828
-1.4747030765139126,-1.5677428370257405,-0.846836864942554
-1.4631367778745878,-1.2908626620070809,-1.3166071139879563
-1.451570479235263,-1.5706622341614123,-1.1726511398452633
-1.4400041805959383,-1.4832775066466206,-0.95184334299488
-1.4284378819566135,-0.994519089661485,-1.5730481918878074
-1.4168715833172885,-1.1303814808035249,-1.0570954751018393
-1.4053052846779637,-1.2331538028270568,-1.361699932086979
-1.3937389860386389,-1.0046295156626763,-1.3125319566825933
-1.382172687399314,-0.6601091925318912,-1.737891544394845
-1.3706063887599893,-1.5474483874199518,-1.4502801920784862
-1.3590400901206645,-0.7615995929550715,-1.4628852272456827
-1.3474737914813397,-0.8295987690877387,-1.2970789174004318
-1.335907492842015,-1.2983054489024415,-1.3036342600427366
-1.3243411942026901,-0.9293328935161574,-1.1771384148414399
-1.3127748955633654,-0.6473387390182329,-0.8049995390413922
-1.3012085969240406,-0.6628876246779785,-1.0674442788116947
-1.2896422982847158,-0.8241580605611627,-1.4444308505987258
-1.278075999645391,-1.0977828684726147,-1.017102940157394
-1.2665097010060662,-1.5384366031139627,-1.2899490229858268
-1.2549434023667414,-1.4613896226481524,-1.6898893735260403
-1.2433771037274164,-0.742925331852898,-1.0021290441334638
-1.2318108050880916,-1.572829876467273,-1.140822741139997
-1.2202445064487668,-0.9283749518688604,-1.440194485802531
-1.208678207809442,-1.431517109070153,-0.872062714738529
-1.1971119091701172,-1.0620998162267539,-1.2048622633587414
-1.1855456105307924,-1.3304044530451047,-1.367523406267717
-1.1739793118914676,-1.4074889102435386,-1.4488414921413748
-1.1624130132521429,-0.7361868148745068,-0.8693105043979821
-1.150846714612818,-0.7928788207211358,-1.2531205655995217
-1.1392804159734933,-1.6464474563178149,-1.5609203024626845
-1.1277141173341685,-1.4296576013581785,-0.7378567088784546
-1.1161478186948437,-0.8369669275833873,-1.057438184554915
-1.104581520055519,-1.3154278244141924,-1.6107019707327996
-1.0930152214161941,-1.2766022330003204,-1.0878164631893936
-1.0814489227768693,-0.948704821271323,-1.102097567196488
-1.0698826241375445,-1.2119208415905485,-1.5395125788221546
-1.0583163254982195,-1.4658047414974806,-1.7602020356201429
-1.0467500268588947,-1.21795563234176,-0.9087091021616591
-1.03518372821957,-1.4424002539746825,-1.04931003675209
